@percent_1,@percent_2,@percent_3,@percent_4,@percent_5,@percent_6,@percent_7,@percent_8,@percent_9,@percent_10,@percent_11,@percent_12,@percent_13,@percent_14
0.535809018,0.564853556,0.585567010,0.575389948,0.598000000,0.645962732,0.569642857,0.680487804,0.612188365,0.619521912,0.462779156,0.665236051,0.556291390,0.611940298
